filter,tp_pct,sl_pct,max_days,train_n,train_ev,train_tp_rate,train_sl_rate,train_sharpe,n,tp_rate,sl_rate,win_rate,ev,std,sharpe,total_ev,val_n,val_ev,val_tp_rate,val_sl_rate,generalize
③ RSI5 < 30,2.0,-1.5,1,43169,-0.0697,15.43,29.67,-0.0554,43169,15.43,29.67,43.94,-0.0697,1.2587,-0.0554,-3008.6,5954,-0.0596,15.92,31.09,False
㊷ 直近5日-5% + RSI5<20,3.0,-1.5,2,3526,-0.0697,23.6,58.99,-0.0363,3526,23.6,58.99,35.42,-0.0697,1.9189,-0.0363,-245.7,561,0.0612,24.96,55.61,True
⑦ RSI5 < 10（極端売られすぎ）,1.5,-3.0,5,1909,-0.0699,57.26,28.5,-0.0348,1909,57.26,28.5,61.29,-0.0699,2.0058,-0.0348,-133.4,215,0.2027,62.79,20.93,True
㊱ MA200割れ(-10%以下),3.0,-2.0,1,156276,-0.0699,10.55,24.91,-0.0432,156276,10.55,24.91,43.47,-0.0699,1.6169,-0.0432,-10928.4,13842,-0.1904,11.28,29.92,False
① 全シグナル（ベースライン）,2.0,-5.0,3,1050137,-0.0699,41.32,9.37,-0.0301,1050137,41.32,9.37,55.8,-0.0699,2.3199,-0.0301,-73414.6,137881,-0.1205,45.08,12.46,False
㉛ 高位株(3000円〜),2.0,-1.5,1,153282,-0.0699,14.54,29.09,-0.0564,153282,14.54,29.09,44.46,-0.0699,1.2395,-0.0564,-10719.5,37777,-0.0956,17.53,34.0,False
⑨ DVS > 10,2.0,-5.0,1,873764,-0.0699,17.38,2.27,-0.045,873764,17.38,2.27,48.07,-0.0699,1.5544,-0.045,-61091.8,117055,-0.1514,20.01,3.66,False
④ RSI5 < 25,1.5,-1.0,2,23523,-0.07,30.68,55.82,-0.0616,23523,30.68,55.82,38.72,-0.07,1.1365,-0.0616,-1647.4,3185,-0.0374,32.62,55.01,False
⑧ DVS > 0（買い越し）,2.0,-1.5,3,960484,-0.07,31.8,49.78,-0.0442,960484,31.8,49.78,42.3,-0.07,1.5822,-0.0442,-67241.0,127120,-0.079,33.19,51.8,False
⑤ RSI5 < 20（超売られすぎ）,1.5,-1.5,3,12034,-0.07,41.57,46.48,-0.0492,12034,41.57,46.48,47.47,-0.07,1.4236,-0.0492,-842.4,1543,0.0481,45.88,43.16,True
㉑ スコア>=20 + RSI5<20,1.5,-1.5,3,12034,-0.07,41.57,46.48,-0.0492,12034,41.57,46.48,47.47,-0.07,1.4236,-0.0492,-842.4,1543,0.0481,45.88,43.16,True
⑯ RSI5<20 + DVS>0,1.5,-1.0,5,6328,-0.0701,35.76,61.08,-0.0588,6328,35.76,61.08,37.55,-0.0701,1.192,-0.0588,-443.5,852,-0.0543,36.85,60.68,False
㉖ 直近5日-3%以下,3.0,-1.5,5,32717,-0.0701,29.22,65.7,-0.0343,32717,29.22,65.7,32.99,-0.0701,2.0449,-0.0343,-2294.9,6014,-0.0663,29.48,65.48,False
㉕ RSI5<15 + DVS>0 + 月曜除外,1.5,-1.5,2,2195,-0.0701,36.72,41.37,-0.0517,2195,36.72,41.37,46.97,-0.0701,1.3545,-0.0517,-153.8,329,-0.006,40.43,41.64,False
④ RSI5 < 25,1.5,-5.0,1,23523,-0.0702,28.49,2.55,-0.0465,23523,28.49,2.55,51.25,-0.0702,1.5103,-0.0465,-1652.3,3226,-0.0254,30.94,3.53,False
② RSI5 < 40（現行）,1.5,-2.0,5,101385,-0.0702,50.87,40.95,-0.0417,101385,50.87,40.95,54.15,-0.0702,1.6816,-0.0417,-7113.3,13824,-0.0025,53.71,39.87,False
⑫ 出来高1.5倍以上,7.0,-2.0,1,150888,-0.0703,2.56,31.22,-0.0348,150888,2.56,31.22,40.96,-0.0703,2.0176,-0.0348,-10603.9,20007,-0.1106,3.36,36.77,False
㊲ MA200上方(+5%以上),2.0,-1.0,3,414127,-0.0704,27.23,65.21,-0.0527,414127,27.23,65.21,32.7,-0.0704,1.3369,-0.0527,-29173.1,86610,-0.0641,27.7,65.14,False
㊴ 月末除外(最終2営業日を除く),2.0,-3.0,2,940499,-0.0704,30.69,17.46,-0.0382,940499,30.69,17.46,50.78,-0.0704,1.8457,-0.0382,-66257.6,125239,-0.1358,32.98,21.84,False
③ RSI5 < 30,2.0,-3.0,1,43169,-0.0704,17.5,8.52,-0.0475,43169,17.5,8.52,47.76,-0.0704,1.4808,-0.0475,-3037.5,5954,-0.0488,18.53,9.98,False
㉛ 高位株(3000円〜),2.0,-2.0,1,153282,-0.0704,15.43,18.35,-0.0528,153282,15.43,18.35,46.46,-0.0704,1.3343,-0.0528,-10791.4,37777,-0.1005,18.96,23.0,False
① 全シグナル（ベースライン）,2.0,-3.0,3,1050137,-0.0705,39.01,23.97,-0.0345,1050137,39.01,23.97,52.86,-0.0705,2.0451,-0.0345,-73998.1,137881,-0.112,41.71,27.98,False
⑱ RSI5<20 + 出来高1.5倍,2.0,-1.5,3,1737,-0.0705,33.91,51.41,-0.0437,1737,33.91,51.41,41.74,-0.0705,1.6115,-0.0437,-122.4,227,-0.0069,34.8,48.02,False
⑮ 52週安値圏40%以内,1.5,-5.0,5,397726,-0.0706,61.0,13.18,-0.0299,397726,61.0,13.18,65.78,-0.0706,2.3616,-0.0299,-28088.1,28983,-0.2863,59.97,17.58,False
㊴ 月末除外(最終2営業日を除く),2.0,-1.5,2,940499,-0.0706,25.97,43.26,-0.0476,940499,25.97,43.26,43.05,-0.0706,1.481,-0.0476,-66358.8,125239,-0.103,27.11,46.75,False
① 全シグナル（ベースライン）,2.0,-2.0,3,1050137,-0.0706,35.36,39.06,-0.0397,1050137,35.36,39.06,47.67,-0.0706,1.7784,-0.0397,-74174.9,137881,-0.0939,37.21,42.17,False
⑨ DVS > 10,2.0,-1.0,2,873764,-0.0707,21.75,58.7,-0.0564,873764,21.75,58.7,35.04,-0.0707,1.2531,-0.0564,-61792.7,116555,-0.081,22.77,60.62,False
㉓ 水・木のみ,1.5,-3.0,2,428380,-0.0708,42.49,16.97,-0.0413,428380,42.49,16.97,55.28,-0.0708,1.7163,-0.0413,-30338.3,56155,-0.1409,43.44,20.82,False
⑮ 52週安値圏40%以内,2.0,-2.0,3,397726,-0.0709,35.0,38.57,-0.0401,397726,35.0,38.57,47.38,-0.0709,1.7709,-0.0401,-28213.9,29280,-0.2071,34.64,44.57,False
㊳ 月初め(1〜3営業日),7.0,-3.0,1,155548,-0.0709,1.05,8.79,-0.0411,155548,1.05,8.79,44.57,-0.0709,1.7279,-0.0411,-11033.6,19116,-0.1546,1.54,14.91,False
⑩ DVS > 20（強い買い越し）,2.0,-2.0,5,720307,-0.0709,42.1,45.73,-0.0374,720307,42.1,45.73,47.98,-0.0709,1.8975,-0.0374,-51052.6,93736,-0.0976,42.55,47.57,False
⑬ 出来高2倍以上,10.0,-2.0,1,70026,-0.071,1.66,38.01,-0.03,70026,1.66,38.01,38.72,-0.071,2.3636,-0.03,-4970.6,9281,-0.1082,2.72,44.13,False
⑱ RSI5<20 + 出来高1.5倍,3.0,-5.0,1,1737,-0.0711,14.74,5.41,-0.0345,1737,14.74,5.41,47.78,-0.0711,2.0634,-0.0345,-123.5,241,0.0522,14.52,4.56,True
⑫ 出来高1.5倍以上,7.0,-5.0,1,150888,-0.0711,3.4,6.35,-0.0289,150888,3.4,6.35,45.07,-0.0711,2.4619,-0.0289,-10734.5,20007,-0.1178,5.02,9.48,False
② RSI5 < 40（現行）,2.0,-3.0,1,101385,-0.0711,17.09,8.18,-0.0485,101385,17.09,8.18,47.4,-0.0711,1.4661,-0.0485,-7206.5,14352,-0.0592,18.52,9.74,False
⑫ 出来高1.5倍以上,5.0,-5.0,2,150888,-0.0711,13.28,12.85,-0.0236,150888,13.28,12.85,47.07,-0.0711,3.0132,-0.0236,-10729.9,19796,0.0066,17.39,16.78,True
⑭ 52週安値圏20%以内,2.0,-5.0,3,180210,-0.0711,42.79,10.45,-0.0299,180210,42.79,10.45,56.21,-0.0711,2.3759,-0.0299,-12809.2,13293,-0.3371,43.29,15.05,False
⑱ RSI5<20 + 出来高1.5倍,3.0,-5.0,2,1737,-0.0713,24.24,10.88,-0.0276,1737,24.24,10.88,51.07,-0.0713,2.5867,-0.0276,-123.9,231,0.2246,29.0,9.52,True
⑤ RSI5 < 20（超売られすぎ）,1.5,-2.0,3,12034,-0.0713,46.18,36.97,-0.0441,12034,46.18,36.97,53.3,-0.0713,1.6157,-0.0441,-857.7,1543,0.0871,51.59,33.57,True
㉑ スコア>=20 + RSI5<20,1.5,-2.0,3,12034,-0.0713,46.18,36.97,-0.0441,12034,46.18,36.97,53.3,-0.0713,1.6157,-0.0441,-857.7,1543,0.0871,51.59,33.57,True
㊷ 直近5日-5% + RSI5<20,3.0,-1.5,1,3526,-0.0714,15.51,46.88,-0.0422,3526,15.51,46.88,38.66,-0.0714,1.6933,-0.0422,-251.9,572,-0.003,15.56,44.93,False
㊲ MA200上方(+5%以上),3.0,-2.0,1,414127,-0.0714,8.64,22.51,-0.0467,414127,8.64,22.51,44.85,-0.0714,1.5303,-0.0467,-29568.5,87331,-0.0993,9.81,25.56,False
㊳ 月初め(1〜3営業日),10.0,-5.0,1,155548,-0.0716,0.46,2.34,-0.0382,155548,0.46,2.34,44.95,-0.0716,1.872,-0.0382,-11134.0,19116,-0.1692,0.79,4.87,False
⑨ DVS > 10,2.0,-1.5,3,873764,-0.0717,31.79,49.88,-0.0453,873764,31.79,49.88,42.27,-0.0717,1.5824,-0.0453,-62607.4,116180,-0.0832,33.06,51.88,False
㊲ MA200上方(+5%以上),3.0,-3.0,1,414127,-0.0717,9.41,10.62,-0.0429,414127,9.41,10.62,46.59,-0.0717,1.6701,-0.0429,-29682.9,87331,-0.1083,10.86,12.95,False
⑥ RSI5 < 15,1.5,-1.0,2,5431,-0.0718,30.53,55.61,-0.0634,5431,30.53,55.61,38.52,-0.0718,1.1331,-0.0634,-389.9,695,-0.0085,33.67,54.39,False
㊸ 直近5日-3% + 月曜除外,3.0,-3.0,5,26510,-0.0718,41.8,44.41,-0.0254,26510,41.8,44.41,48.67,-0.0718,2.8261,-0.0254,-1903.7,5188,-0.0922,41.46,45.12,False
㊵ 月初め + DVS>0,7.0,-5.0,1,142489,-0.0718,1.16,2.32,-0.0392,142489,1.16,2.32,45.11,-0.0718,1.8299,-0.0392,-10225.1,17448,-0.1655,1.83,4.88,False
⑲ RSI5<15 + DVS>0,1.5,-5.0,1,2700,-0.0719,30.85,3.11,-0.0455,2700,30.85,3.11,51.3,-0.0719,1.5797,-0.0455,-194.1,401,-0.1304,31.67,6.98,False
⑩ DVS > 20（強い買い越し）,3.0,-2.0,1,720307,-0.0719,7.35,19.68,-0.0495,720307,7.35,19.68,44.5,-0.0719,1.4531,-0.0495,-51791.0,94956,-0.124,8.91,24.17,False
㉚ 中位株(500〜3000円),2.0,-3.0,1,723405,-0.072,15.78,7.64,-0.0504,723405,15.78,7.64,47.85,-0.072,1.429,-0.0504,-52091.7,83444,-0.1412,17.01,9.73,False
② RSI5 < 40（現行）,1.5,-1.5,5,101385,-0.0721,44.91,49.85,-0.0492,101385,44.91,49.85,47.48,-0.0721,1.4661,-0.0492,-7308.9,13824,-0.0192,47.16,48.44,False
㉒ 月曜エントリー除外,2.0,-1.0,1,855864,-0.0722,12.81,45.99,-0.0666,855864,12.81,45.99,38.59,-0.0722,1.0844,-0.0666,-61813.4,113674,-0.0846,14.09,48.99,False
㊲ MA200上方(+5%以上),2.0,-3.0,5,414127,-0.0722,50.29,33.74,-0.0315,414127,50.29,33.74,56.04,-0.0722,2.2928,-0.0315,-29901.9,86037,-0.0362,51.94,34.42,False
③ RSI5 < 30,1.5,-5.0,1,43169,-0.0723,27.84,2.38,-0.0484,43169,27.84,2.38,50.75,-0.0723,1.4938,-0.0484,-3120.7,5954,-0.0309,30.3,3.19,False
⑧ DVS > 0（買い越し）,2.0,-5.0,3,960484,-0.0723,41.28,9.37,-0.0312,960484,41.28,9.37,55.77,-0.0723,2.3204,-0.0312,-69428.7,127120,-0.1212,45.03,12.41,False
② RSI5 < 40（現行）,1.5,-5.0,1,101385,-0.0723,27.24,2.18,-0.0491,101385,27.24,2.18,50.24,-0.0723,1.4749,-0.0491,-7334.4,14352,-0.0315,30.25,2.75,False
㉗ 直近5日-5%以下,3.0,-1.5,1,12045,-0.0725,17.37,49.67,-0.0415,12045,17.37,49.67,37.83,-0.0725,1.7478,-0.0415,-873.5,2448,-0.114,15.73,49.22,False
⑧ DVS > 0（買い越し）,2.0,-2.0,3,960484,-0.0726,35.33,39.13,-0.0408,960484,35.33,39.13,47.63,-0.0726,1.7786,-0.0408,-69714.7,127120,-0.0959,37.17,42.21,False
㊴ 月末除外(最終2営業日を除く),1.5,-5.0,3,940499,-0.0726,51.85,8.47,-0.0344,940499,51.85,8.47,60.76,-0.0726,2.1117,-0.0344,-68263.2,124727,-0.1534,54.18,11.36,False
㉛ 高位株(3000円〜),1.5,-3.0,5,153282,-0.0726,58.54,28.87,-0.0359,153282,58.54,28.87,61.81,-0.0726,2.0217,-0.0359,-11125.8,37027,-0.0696,59.79,30.27,False
⑦ RSI5 < 10（極端売られすぎ）,1.5,-1.0,1,1909,-0.0726,23.62,46.83,-0.0696,1909,23.62,46.83,38.76,-0.0726,1.0433,-0.0696,-138.5,233,-0.0689,19.74,44.64,False
㊹ 直近5日-5% + 水・木,5.0,-3.0,1,4781,-0.0727,8.6,24.33,-0.0297,4781,8.6,24.33,44.15,-0.0727,2.4486,-0.0297,-347.5,1017,0.0158,9.34,21.73,True
⑧ DVS > 0（買い越し）,2.0,-3.0,3,960484,-0.0728,38.97,24.01,-0.0356,960484,38.97,24.01,52.82,-0.0728,2.0456,-0.0356,-69949.6,127120,-0.1134,41.67,27.96,False
④ RSI5 < 25,1.5,-1.5,3,23523,-0.0728,41.48,46.55,-0.0511,23523,41.48,46.55,47.37,-0.0728,1.4235,-0.0511,-1712.7,3148,0.0034,44.19,44.38,True
㉓ 水・木のみ,1.5,-3.0,1,428380,-0.0728,26.04,8.27,-0.0528,428380,26.04,8.27,49.83,-0.0728,1.379,-0.0528,-31189.7,56157,-0.1568,27.26,11.04,False
⑰ RSI5<20 + DVS>20,2.0,-1.0,1,1727,-0.0729,15.46,46.79,-0.0653,1727,15.46,46.79,35.78,-0.0729,1.1177,-0.0653,-126.0,250,-0.0971,13.2,50.8,False
⑦ RSI5 < 10（極端売られすぎ）,1.5,-1.5,3,1909,-0.0729,41.91,47.15,-0.051,1909,41.91,47.15,47.35,-0.0729,1.4295,-0.051,-139.1,222,0.0469,43.69,40.54,True
㊵ 月初め + DVS>0,7.0,-3.0,2,142489,-0.0729,3.23,20.8,-0.0305,142489,3.23,20.8,44.81,-0.0729,2.3903,-0.0305,-10386.9,17448,0.1759,4.63,24.13,True
㉛ 高位株(3000円〜),1.5,-1.0,5,153282,-0.0729,36.4,62.26,-0.0607,153282,36.4,62.26,37.25,-0.0729,1.2005,-0.0607,-11177.5,37027,-0.0962,35.41,63.01,False
⑯ RSI5<20 + DVS>0,1.5,-1.0,3,6328,-0.073,33.69,59.13,-0.0624,6328,33.69,59.13,37.91,-0.073,1.1698,-0.0624,-461.9,869,-0.0625,34.75,59.95,False
㉙ 低位株(〜500円),3.0,-1.0,5,173450,-0.073,19.38,71.99,-0.0455,173450,19.38,71.99,25.56,-0.073,1.6053,-0.0455,-12668.9,17580,-0.1566,18.63,75.42,False
⑥ RSI5 < 15,1.5,-1.0,1,5431,-0.073,22.15,45.55,-0.0711,5431,22.15,45.55,39.79,-0.073,1.0263,-0.0711,-396.5,707,-0.0556,21.5,46.39,False
⑥ RSI5 < 15,1.5,-1.5,3,5431,-0.073,41.17,46.42,-0.0514,5431,41.17,46.42,47.36,-0.073,1.4205,-0.0514,-396.6,683,0.0695,46.12,42.31,True
㉟ MA200割れ(-5%以下),1.5,-3.0,5,269062,-0.0731,58.58,29.03,-0.0361,269062,58.58,29.03,61.74,-0.0731,2.0244,-0.0361,-19675.2,21872,-0.2997,55.28,35.36,False
㊵ 月初め + DVS>0,2.0,-1.0,2,142489,-0.0732,22.31,59.32,-0.0581,142489,22.31,59.32,34.63,-0.0732,1.2605,-0.0581,-10437.2,17448,0.0136,25.11,57.19,True
㊳ 月初め(1〜3営業日),2.0,-1.0,2,155548,-0.0733,22.31,59.28,-0.0582,155548,22.31,59.28,34.63,-0.0733,1.2602,-0.0582,-11401.1,19116,0.0167,25.27,57.15,True
㊴ 月末除外(最終2営業日を除く),1.5,-3.0,5,940499,-0.0733,56.98,27.88,-0.0367,940499,56.98,27.88,61.19,-0.0733,1.9965,-0.0367,-68909.7,123731,-0.1396,57.14,31.02,False
㊴ 月末除外(最終2営業日を除く),2.0,-2.0,2,940499,-0.0733,28.32,31.94,-0.0446,940499,28.32,31.94,47.17,-0.0733,1.6413,-0.0446,-68912.0,125239,-0.1198,29.92,36.28,False
② RSI5 < 40（現行）,2.0,-5.0,2,101385,-0.0734,32.74,6.56,-0.0353,101385,32.74,6.56,53.17,-0.0734,2.0803,-0.0353,-7440.6,14192,0.0011,36.87,7.87,True
㉛ 高位株(3000円〜),1.5,-2.0,5,153282,-0.0735,51.96,41.99,-0.0433,153282,51.96,41.99,54.28,-0.0735,1.6975,-0.0433,-11271.3,37027,-0.0889,51.96,42.95,False
④ RSI5 < 25,1.5,-2.0,3,23523,-0.0735,46.09,36.87,-0.0455,23523,46.09,36.87,53.09,-0.0735,1.6148,-0.0455,-1727.9,3148,0.0154,49.17,35.07,True
㊸ 直近5日-3% + 月曜除外,5.0,-5.0,3,26510,-0.0735,20.81,22.87,-0.0201,26510,20.81,22.87,48.9,-0.0735,3.6524,-0.0201,-1949.5,5275,-0.1429,20.49,26.33,False
㉟ MA200割れ(-5%以下),2.0,-3.0,2,269062,-0.0735,33.38,19.23,-0.0385,269062,33.38,19.23,50.92,-0.0735,1.9106,-0.0385,-19767.8,22182,-0.2705,34.28,25.72,False
③ RSI5 < 30,1.5,-5.0,3,43169,-0.0736,53.12,9.4,-0.0341,43169,53.12,9.4,61.82,-0.0736,2.1588,-0.0341,-3177.9,5817,0.0803,58.05,9.64,True
④ RSI5 < 25,1.5,-5.0,2,23523,-0.0736,44.89,6.41,-0.0378,23523,44.89,6.41,57.99,-0.0736,1.9472,-0.0378,-1732.2,3185,0.0524,49.51,6.59,True
⑯ RSI5<20 + DVS>0,2.0,-2.0,2,6328,-0.0736,29.61,33.33,-0.0442,6328,29.61,33.33,47.33,-0.0736,1.6649,-0.0442,-466.0,880,-0.0057,32.5,33.98,False
② RSI5 < 40（現行）,2.0,-2.0,1,101385,-0.0737,16.08,18.73,-0.0546,101385,16.08,18.73,45.84,-0.0737,1.3514,-0.0546,-7475.2,14352,-0.0673,17.2,20.55,False
㉕ RSI5<15 + DVS>0 + 月曜除外,1.5,-3.0,1,2195,-0.0737,29.38,10.16,-0.0509,2195,29.38,10.16,50.52,-0.0737,1.4487,-0.0509,-161.8,336,-0.0536,31.55,14.29,False
③ RSI5 < 30,1.5,-1.0,2,43169,-0.0738,30.33,55.85,-0.0651,43169,30.33,55.85,38.6,-0.0738,1.1335,-0.0651,-3184.3,5881,-0.0497,31.98,55.55,False
⑭ 52週安値圏20%以内,2.0,-1.5,2,180210,-0.0738,27.01,44.13,-0.0493,180210,27.01,44.13,42.22,-0.0738,1.4983,-0.0493,-13307.5,13364,-0.178,26.62,49.47,False
㊴ 月末除外(最終2営業日を除く),2.0,-1.0,1,940499,-0.0738,12.69,45.79,-0.0683,940499,12.69,45.79,38.54,-0.0738,1.0809,-0.0683,-69405.3,125239,-0.118,13.28,49.89,False
⑯ RSI5<20 + DVS>0,2.0,-1.5,2,6328,-0.0738,27.01,44.53,-0.0493,6328,27.01,44.53,42.98,-0.0738,1.4972,-0.0493,-466.9,880,-0.0333,28.86,45.0,False
⑪ ブレイクアウトあり,3.0,-2.0,5,246466,-0.0739,29.32,51.81,-0.0332,246466,29.32,51.81,40.97,-0.0739,2.2281,-0.0332,-18220.5,33157,-0.1263,30.49,54.88,False
③ RSI5 < 30,2.0,-2.0,1,43169,-0.0739,16.4,19.18,-0.0543,43169,16.4,19.18,46.12,-0.0739,1.3618,-0.0543,-3190.0,5954,-0.0578,17.13,20.56,False
② RSI5 < 40（現行）,1.5,-1.0,2,101385,-0.074,30.29,55.75,-0.0653,101385,30.29,55.75,38.52,-0.074,1.1329,-0.0653,-7502.6,14192,-0.0636,31.52,56.4,False
⑩ DVS > 20（強い買い越し）,2.0,-5.0,1,720307,-0.074,17.62,2.39,-0.0472,720307,17.62,2.39,48.08,-0.074,1.5681,-0.0472,-53326.0,94956,-0.1636,20.34,3.93,False
⑦ RSI5 < 10（極端売られすぎ）,2.0,-3.0,1,1909,-0.0741,21.9,12.05,-0.0462,1909,21.9,12.05,47.56,-0.0741,1.6053,-0.0462,-141.5,233,-0.0494,20.17,12.02,False
㊷ 直近5日-5% + RSI5<20,3.0,-2.0,5,3526,-0.0741,35.22,58.48,-0.0313,3526,35.22,58.48,39.59,-0.0741,2.3673,-0.0313,-261.4,547,0.1665,38.94,51.92,True
⑭ 52週安値圏20%以内,2.0,-3.0,1,180210,-0.0741,18.61,9.05,-0.049,180210,18.61,9.05,46.63,-0.0741,1.5117,-0.049,-13346.8,13463,-0.2353,18.85,12.45,False
㉛ 高位株(3000円〜),1.5,-1.5,5,153282,-0.0741,45.82,50.83,-0.0501,153282,45.82,50.83,47.47,-0.0741,1.4778,-0.0501,-11359.5,37027,-0.0931,45.3,51.52,False
㉔ RSI5<20 + 月曜除外,1.5,-1.5,1,9742,-0.0742,25.18,30.19,-0.0623,9742,25.18,30.19,46.37,-0.0742,1.1911,-0.0623,-722.8,1353,-0.0483,26.83,30.52,False
⑪ ブレイクアウトあり,7.0,-2.0,1,246466,-0.0743,1.22,22.03,-0.0445,246466,1.22,22.03,43.27,-0.0743,1.6691,-0.0445,-18320.2,33610,-0.1015,1.84,27.31,False
㊴ 月末除外(最終2営業日を除く),1.5,-5.0,1,940499,-0.0743,26.6,2.25,-0.0506,940499,26.6,2.25,50.07,-0.0743,1.4676,-0.0506,-69893.9,125239,-0.1845,28.57,3.67,False
⑨ DVS > 10,2.0,-5.0,3,873764,-0.0744,41.28,9.38,-0.0321,873764,41.28,9.38,55.75,-0.0744,2.3216,-0.0321,-65016.6,116180,-0.1255,44.91,12.36,False
㉒ 月曜エントリー除外,1.5,-5.0,1,855864,-0.0744,26.85,2.26,-0.0504,855864,26.85,2.26,50.22,-0.0744,1.4748,-0.0504,-63642.5,113674,-0.1088,29.96,3.44,False
⑰ RSI5<20 + DVS>20,3.0,-5.0,3,1727,-0.0745,27.97,12.8,-0.0276,1727,27.97,12.8,52.06,-0.0745,2.7041,-0.0276,-128.7,244,0.0693,29.92,18.85,True
⑨ DVS > 10,2.0,-2.0,3,873764,-0.0745,35.32,39.22,-0.0419,873764,35.32,39.22,47.61,-0.0745,1.7792,-0.0419,-65091.9,116180,-0.1015,37.0,42.31,False
㉙ 低位株(〜500円),3.0,-3.0,5,173450,-0.0745,34.33,36.33,-0.0285,173450,34.33,36.33,46.93,-0.0745,2.6114,-0.0285,-12917.5,17580,-0.2961,35.88,45.15,False
㊲ MA200上方(+5%以上),2.0,-1.5,5,414127,-0.0746,38.15,56.8,-0.0443,414127,38.15,56.8,41.23,-0.0746,1.6828,-0.0443,-30875.9,86037,-0.0498,38.93,56.08,False
㉛ 高位株(3000円〜),1.5,-5.0,2,153282,-0.0746,44.52,5.41,-0.0392,153282,44.52,5.41,57.04,-0.0746,1.9046,-0.0392,-11437.4,37525,-0.0711,49.25,7.36,False
㉓ 水・木のみ,1.5,-1.0,2,428380,-0.0746,30.35,56.08,-0.0658,428380,30.35,56.08,38.55,-0.0746,1.1345,-0.0658,-31958.6,56155,-0.0925,30.29,57.66,False
① 全シグナル（ベースライン）,1.5,-5.0,5,1050137,-0.0748,61.25,13.22,-0.0316,1050137,61.25,13.22,65.94,-0.0748,2.368,-0.0316,-78576.3,136883,-0.1019,63.22,15.54,False
⑯ RSI5<20 + DVS>0,2.0,-3.0,3,6328,-0.0748,39.71,25.87,-0.036,6328,39.71,25.87,53.93,-0.0748,2.0775,-0.036,-473.3,869,0.126,44.76,24.86,True
⑯ RSI5<20 + DVS>0,2.0,-3.0,1,6328,-0.0748,18.95,9.62,-0.0491,6328,18.95,9.62,48.2,-0.0748,1.5241,-0.0491,-473.1,894,-0.0456,20.69,11.74,False
⑤ RSI5 < 20（超売られすぎ）,1.5,-3.0,2,12034,-0.0749,43.39,18.02,-0.043,12034,43.39,18.02,55.82,-0.0749,1.7404,-0.043,-900.8,1563,0.0631,49.07,17.34,True
㉑ スコア>=20 + RSI5<20,1.5,-3.0,2,12034,-0.0749,43.39,18.02,-0.043,12034,43.39,18.02,55.82,-0.0749,1.7404,-0.043,-900.8,1563,0.0631,49.07,17.34,True
㉜ 水・木 + DVS>10,1.5,-3.0,2,357600,-0.075,42.37,17.0,-0.0437,357600,42.37,17.0,55.18,-0.075,1.7169,-0.0437,-26806.6,47235,-0.1331,43.52,20.62,False
㊳ 月初め(1〜3営業日),7.0,-5.0,1,155548,-0.0752,1.15,2.34,-0.0411,155548,1.15,2.34,44.99,-0.0752,1.8303,-0.0411,-11698.1,19116,-0.1708,1.78,4.87,False
㉛ 高位株(3000円〜),1.5,-1.0,3,153282,-0.0752,34.43,60.44,-0.0638,153282,34.43,60.44,37.66,-0.0752,1.1798,-0.0638,-11530.7,37343,-0.1005,33.82,61.74,False
⑩ DVS > 20（強い買い越し）,2.0,-1.0,2,720307,-0.0752,21.74,59.03,-0.06,720307,21.74,59.03,34.83,-0.0752,1.2533,-0.06,-54161.9,94570,-0.0888,22.65,61.02,False
⑬ 出来高2倍以上,5.0,-5.0,5,70026,-0.0752,27.56,27.8,-0.019,70026,27.56,27.8,48.0,-0.0752,3.963,-0.019,-5267.4,8955,-0.1123,30.79,32.89,False
① 全シグナル（ベースライン）,2.0,-5.0,2,1050137,-0.0753,32.26,6.0,-0.0367,1050137,32.26,6.0,52.52,-0.0753,2.0507,-0.0367,-79091.0,138395,-0.1271,36.03,8.48,False
㊵ 月初め + DVS>0,5.0,-3.0,1,142489,-0.0753,2.46,8.78,-0.0449,142489,2.46,8.78,44.74,-0.0753,1.6781,-0.0449,-10735.8,17448,-0.1625,3.16,14.87,False
⑨ DVS > 10,2.0,-3.0,3,873764,-0.0754,38.95,24.07,-0.0368,873764,38.95,24.07,52.8,-0.0754,2.0467,-0.0368,-65875.0,116180,-0.119,41.53,28.01,False
⑲ RSI5<15 + DVS>0,1.5,-1.0,5,2700,-0.0754,35.3,60.93,-0.0635,2700,35.3,60.93,37.37,-0.0754,1.1882,-0.0635,-203.6,384,-0.0463,37.5,60.94,False
㊲ MA200上方(+5%以上),2.0,-2.0,5,414127,-0.0754,43.81,47.74,-0.0391,414127,43.81,47.74,48.03,-0.0754,1.9288,-0.0391,-31206.2,86037,-0.0512,44.74,47.58,False
㉕ RSI5<15 + DVS>0 + 月曜除外,1.5,-1.0,1,2195,-0.0755,21.87,45.47,-0.0737,2195,21.87,45.47,39.82,-0.0755,1.0243,-0.0737,-165.8,336,-0.0874,21.43,49.7,False
② RSI5 < 40（現行）,2.0,-5.0,3,101385,-0.0755,41.7,10.13,-0.0321,101385,41.7,10.13,56.38,-0.0755,2.3518,-0.0321,-7654.4,14065,0.0271,46.8,11.89,True
⑬ 出来高2倍以上,5.0,-1.0,1,70026,-0.0755,4.89,62.57,-0.0471,70026,4.89,62.57,28.96,-0.0755,1.6043,-0.0471,-5286.9,9281,-0.1205,5.36,65.62,False
